Id,SalePrice
1878,192293.525469
1879,131864.556613
1880,143872.381764
1881,233321.788608
1882,236087.663341
1883,187718.404578
1884,204476.53077
1885,208145.19406
1886,251512.289946
1887,216976.345934
1888,260533.924511
1889,172373.652507
1890,95246.9717312
1891,88896.2851377
1892,115566.051484
1893,126326.55084
1894,111769.017621
1895,133828.724321
1896,122191.004434
1897,122907.984212
1898,96646.1272988
1899,153070.192824
1900,168783.398058
1901,207309.660766
1902,178496.119688
1903,236555.063179
1904,142876.000201
1905,210147.291903
1906,148188.413243
1907,228110.92717
1908,108377.787093
1909,127541.543546
1910,117042.720003
1911,246273.810637
1912,301619.620075
1913,169148.849377
1914,56099.6239824
1915,337702.107742
1916,55944.6848679
1917,238390.405168
1918,137755.809501
1919,158403.49645
1920,151874.264352
1921,362165.73617
1922,328752.122534
1923,249172.660749
1924,212035.89294
1925,218397.402556
1926,364379.11652
1927,117247.095101
1928,173436.671565
1929,116093.161599
1930,124529.333503
1931,120998.614473
1932,113242.934735
1933,174059.06
1934,183534.402294
1935,169762.658504
1936,183440.227735
1937,173319.644422
1938,161448.908298
1939,260778.40613
1940,215872.817498
1941,165310.123845
1942,160886.876843
1943,238919.792662
1944,356829.862861
1945,410412.736706
1946,123927.623369
1947,154441.009563
1948,173291.977969
1949,248284.171203
1950,183120.912675
1951,242711.579453
1952,211539.175241
1953,168949.699991
1954,173804.832796
1955,125198.997579
1956,283620.836803
1957,155074.978291
1958,250035.116422
1959,136431.221927
1960,91767.2701657
1961,125883.287747
1962,102720.668538
1963,108538.353822
1964,102636.961796
1965,138809.747082
1966,149286.007062
1967,305924.265828
1968,381708.983894
1969,388351.618969
1970,375258.858811
1971,438313.91118
1972,361502.378271
1973,316239.064363
1974,345130.827503
1975,470608.993531
1976,294392.466058
1977,338411.613601
1978,313652.565726
1979,346116.727086
1980,184221.315525
1981,357036.088093
1982,235236.132228
1983,219671.785245
1984,178457.302988
1985,212152.267792
1986,219695.553035
1987,202538.494222
1988,170489.331922
1989,191854.237729
1990,210113.544598
1991,245736.84623
1992,211396.988085
1993,171263.44919
1994,237366.785529
1995,187092.44355
1996,271495.499874
1997,319049.793522
1998,317718.895136
1999,309166.276788
2000,331836.408852
2001,296925.744211
2002,243756.133529
2003,237987.431415
2004,281186.643267
2005,218241.505274
2006,230448.946471
2007,245480.745745
2008,242075.808867
2009,199448.693118
2010,193333.998442
2011,127645.124
2012,181056.209731
2013,182925.43733
2014,187163.627468
2015,210827.998463
2016,193254.334567
2017,198501.215362
2018,100582.035116
2019,122623.602633
2020,84825.6443105
2021,98807.8422651
2022,228666.01064
2023,140282.746268
2024,316672.083794
2025,340077.619259
2026,173950.109789
2027,153013.632642
2028,157348.912128
2029,166383.337347
2030,265730.312996
2031,215637.77886
2032,241682.529847
2033,259681.935893
2034,187468.871545
2035,237350.421706
2036,186950.11984
2037,209092.244507
2038,332519.8109
2039,219257.367044
2040,308514.43648
2041,330576.658031
2042,223891.786931
2043,171546.934569
2044,162403.663275
2045,207655.061235
2046,157130.816444
2047,134636.662754
2048,143025.947592
2049,129644.977999
2050,162833.758735
2051,103121.841943
2052,119628.68364
2053,142036.523467
2054,86167.226744
2055,179981.950428
2056,145859.139194
2057,104431.171106
2058,202819.149449
2059,132930.486195
2060,178429.843941
2061,177687.739664
2062,127101.505049
2063,118247.535331
2064,135491.411005
2065,143497.78626
2066,171067.805913
2067,108637.157804
2068,149481.671498
2069,78884.030573
2070,109372.600276
2071,95858.5510919
2072,132747.313706
2073,127570.681179
2074,107060.055989
2075,138775.49057
2076,122803.873631
2077,158502.234205
2078,124266.39812
2079,130040.660462
2080,115292.396488
2081,131675.133923
2082,114047.641205
2083,147050.888549
2084,109098.414894
2085,109315.275057
2086,113777.42959
2087,109999.389281
2088,116910.317676
2089,74054.4263376
2090,106768.387079
2091,96359.6122391
2092,135804.676478
2093,173102.626492
2094,104415.157342
2095,172839.83451
2096,100316.626168
2097,82107.2829427
2098,156875.122253
2099,39227.2054297
2100,39958.0147014
2101,118355.326082
2102,118649.151493
2103,104159.49066
2104,163513.114575
2105,124094.479098
2106,63175.55646
2107,192376.07552
2108,118230.812543
2109,107707.331655
2110,119571.914785
2111,158053.475212
2112,142659.889035
2113,118238.239031
2114,114364.253427
2115,170440.227759
2116,138617.45129
2117,156462.971519
2118,134973.978974
2119,124737.840856
2120,121892.167144
2121,111176.129871
2122,126341.822932
2123,105451.705456
2124,184582.053418
2125,122028.866313
2126,158869.263199
2127,151922.497465
2128,150367.500886
2129,46440.5640564
2130,136722.998732
2131,122116.825507
2132,130723.75411
2133,141902.345464
2134,109889.311917
2135,101111.361595
2136,65199.7032094
2137,101333.754951
2138,118033.975782
2139,142379.398095
2140,140710.919617
2141,171537.557333
2142,122500.890226
2143,163186.289672
2144,128534.388245
2145,131955.713709
2146,174849.578213
2147,156271.20554
2148,133465.61627
2149,143740.908337
2150,222085.654428
2151,131801.966669
2152,178850.423405
2153,175542.912202
2154,110945.203948
2155,135007.73924
2156,250781.404019
2157,228759.047344
2158,247523.331871
2159,238300.256569
2160,196547.03127
2161,225070.025942
2162,339715.674661
2163,341279.543241
2164,235142.290306
2165,216722.721989
2166,173518.333027
2167,215762.369264
2168,198953.64499
2169,195574.937826
2170,210170.0204
2171,163109.86532
2172,125928.413116
2173,197711.724946
2174,221778.844105
2175,275615.768552
2176,281297.639762
2177,248044.260092
2178,211238.954813
2179,136046.920133
2180,230319.910474
2181,189396.078047
2182,213972.389176
2183,185041.935659
2184,116949.1275
2185,113450.70493
2186,154416.783322
2187,158100.146027
2188,151552.482422
2189,309560.418416
2190,89834.262322
2191,64016.472989
2192,83420.8366657
2193,121111.244272
2194,70029.2352632
2195,96244.2667716
2196,84111.2845149
2197,101304.693329
2198,169483.747121
2199,170018.308692
2200,153065.051368
2201,153768.869319
2202,198578.690456
2203,154333.53148
2204,196234.75279
2205,126177.289968
2206,177976.20187
2207,234019.697769
2208,259104.594028
2209,257049.300333
2210,122321.705899
2211,131630.237983
2212,125343.274944
2213,101242.544872
2214,170007.019812
2215,107604.079611
2216,160894.848181
2217,114076.756919
2218,67258.0037794
2219,64521.1410101
2220,-6685.00593058
2221,336680.391851
2222,284590.788582
2223,244205.378052
2224,202114.907712
2225,121176.920652
2226,184313.50826
2227,189185.784569
2228,255564.27767
2229,261185.170334
2230,181794.309283
2231,224982.361351
2232,191516.01127
2233,189920.670524
2234,238347.321672
2235,220750.171223
2236,258281.172081
2237,275762.053428
2238,210617.910472
2239,110337.81132
2240,142206.394227
2241,154792.230759
2242,126583.342927
2243,125514.017296
2244,110469.304197
2245,112114.64815
2246,137508.38493
2247,118969.236801
2248,125710.566441
2249,105746.505628
2250,122568.983667
2251,103933.515811
2252,189477.213727
2253,183435.596322
2254,208750.896681
2255,192610.98833
2256,169611.012817
2257,215063.715112
2258,156495.98849
2259,181389.390531
2260,130453.968187
2261,215701.626644
2262,238664.04765
2263,381513.895746
2264,429747.15419
2265,155690.672215
2266,303670.658278
2267,347522.702773
2268,479182.590538
2269,148318.323807
2270,181842.738398
2271,202538.825055
2272,189189.645817
2273,149801.462402
2274,184600.702004
2275,155410.417836
2276,187446.370916
2277,180420.136223
2278,152707.298813
2279,138343.831175
2280,105351.604163
2281,142000.171916
2282,157218.160349
2283,107750.179627
2284,125845.161328
2285,149008.09759
2286,120400.328336
2287,380385.715534
2288,288353.582253
2289,340655.51369
2290,418801.067464
2291,368727.685535
2292,410209.653412
2293,435615.257932
2294,370914.607904
2295,454401.945253
2296,289342.656604
2297,379989.28241
2298,365059.858168
2299,357028.638368
2300,325459.475309
2301,335657.217593
2302,275475.789434
2303,269015.859236
2304,275109.450237
2305,220146.556377
2306,208261.32438
2307,216406.100135
2308,249340.87371
2309,316961.940868
2310,231160.451216
2311,212156.131877
2312,187543.056672
2313,170064.663423
2314,191950.846344
2315,188520.503854
2316,218374.941554
2317,187997.391575
2318,177186.740448
2319,189132.99751
2320,191844.497325
2321,227065.028679
2322,211626.98853
2323,188120.69102
2324,194561.759001
2325,208537.455368
2326,190993.786741
2327,202534.251226
2328,217965.697308
2329,192626.44119
2330,182190.162245
2331,330593.882439
2332,364068.881032
2333,338595.643806
2334,293096.845313
2335,294027.215252
2336,323398.524204
2337,204420.731772
2338,260812.327724
2339,216308.10708
2340,385050.636641
2341,214075.767941
2342,233378.726365
2343,229997.48648
2344,227021.844874
2345,226381.786035
2346,224344.663474
2347,217936.556855
2348,248539.733038
2349,208474.525334
2350,303620.79005
2351,310567.459462
2352,250143.999063
2353,250811.678715
2354,158948.512333
2355,147371.884554
2356,140943.958018
2357,195235.724161
2358,205602.159791
2359,116549.860968
2360,121081.88492
2361,142830.977932
2362,261525.114578
2363,129854.719879
2364,165412.632893
2365,204661.690531
2366,199038.229091
2367,220307.465961
2368,214273.832318
2369,212029.055362
2370,164558.429264
2371,155457.112861
2372,197733.696358
2373,280986.621544
2374,286033.341072
2375,222579.699723
2376,275822.061174
2377,319874.007705
2378,171040.758317
2379,214418.102076
2380,149788.246082
2381,170281.320492
2382,205963.478609
2383,196748.673655
2384,229987.611753
2385,164014.159643
2386,129316.590859
2387,132297.708116
2388,115497.443023
2389,122016.004063
2390,186530.444883
2391,154568.26437
2392,117675.462848
2393,199022.70801
2394,132433.099705
2395,211924.253625
2396,146878.702428
2397,210790.494932
2398,128839.234189
2399,81919.0435562
2400,52852.6878136
2401,131635.337305
2402,139112.593143
2403,146071.132895
2404,153805.765258
2405,154517.33073
2406,148293.477615
2407,126153.4327
2408,143968.863643
2409,115481.203765
2410,175739.936613
2411,117570.538287
2412,154904.050003
2413,125593.375115
2414,156076.486191
2415,127791.004523
2416,136289.135384
2417,139931.814686
2418,131845.958655
2419,117123.120281
2420,125332.613593
2421,148661.016976
2422,93763.7642225
2423,106211.172089
2424,150442.276228
2425,210471.630414
2426,138446.155757
2427,114126.521948
2428,194823.098596
2429,105075.095729
2430,133680.061471
2431,101386.524608
2432,145380.024749
2433,153330.984789
2434,138045.060666
2435,160924.284742
2436,98547.8237197
2437,102669.090473
2438,111512.90511
2439,86448.441454
2440,123850.552134
2441,121366.809579
2442,100383.432735
2443,140398.067151
2444,113336.14902
2445,81701.9353039
2446,130258.482618
2447,189915.469641
2448,132568.44442
2449,113705.060457
2450,159912.844821
2451,88322.7251658
2452,211452.36189
2453,97807.5262036
2454,115845.142207
2455,151493.703165
2456,161915.295094
2457,173121.22015
2458,154977.146474
2459,120532.96572
2460,155543.681471
2461,128883.847609
2462,137254.265286
2463,135175.320956
2464,184412.50937
2465,131226.262308
2466,100672.235378
2467,122870.408484
2468,94049.7851057
2469,87921.6635246
2470,227106.58618
2471,223098.537499
2472,192759.531194
2473,123119.16436
2474,95438.5864226
2475,201748.596014
2476,125939.117406
2477,116087.038527
2478,147031.471009
2479,97676.0780972
2480,149734.422534
2481,124403.104693
2482,102938.708604
2483,106992.546577
2484,131548.361095
2485,116727.847794
2486,152582.791093
2487,198040.46808
2488,165850.91593
2489,159991.28855
2490,135812.608981
2491,108404.331443
2492,205470.943953
2493,154374.0734
2494,151664.38849
2495,77027.8719349
2496,232114.045633
2497,149610.608806
2498,119328.264672
2499,72690.4371811
2500,111823.378346
2501,132411.196551
2502,145315.654657
2503,120019.801702
2504,185169.985014
2505,249929.46142
2506,241512.391046
2507,270832.811118
2508,242113.565715
2509,209090.900575
2510,209242.498891
2511,184544.668699
2512,199394.697006
2513,224762.125375
2514,352696.837411
2515,164134.752942
2516,176824.981327
2517,152231.597881
2518,169150.207573
2519,231488.41589
2520,235756.01017
2521,195259.418003
2522,224098.561198
2523,103635.815487
2524,140007.042707
2525,157804.226583
2526,152142.599959
2527,131690.352323
2528,170327.624157
2529,162729.258657
2530,122978.488129
2531,245260.149121
2532,225234.946413
2533,197935.705693
2534,221472.496873
2535,270069.065812
2536,199936.675044
2537,254909.809909
2538,196774.426941
2539,188552.036627
2540,193889.564103
2541,183663.995956
2542,163472.290941
2543,106008.749556
2544,116170.904557
2545,134615.066678
2546,121869.550851
2547,142193.625812
2548,168763.062485
2549,154386.477447
2550,561884.836939
2551,119758.877278
2552,121342.913047
2553,83582.9764041
2554,83476.8567015
2555,95098.5603008
2556,90321.7050211
2557,101957.394759
2558,184731.22194
2559,150150.76054
2560,175441.200647
2561,156133.475047
2562,180445.003911
2563,157038.652412
2564,197047.485661
2565,167390.64254
2566,177514.387939
2567,159160.103697
2568,222479.502879
2569,255938.836348
2570,108336.492355
2571,187887.72911
2572,152497.166092
2573,218191.114486
2574,304209.18856
2575,135309.498927
2576,129284.731138
2577,164218.697124
2578,72493.4981307
2579,28012.2168814
2580,89595.1976598
2581,110742.247522
2582,117193.489665
2583,277183.688604
2584,161944.892101
2585,175069.639898
2586,223911.463676
2587,209228.906066
2588,143044.291371
2589,149367.097664
2590,190493.522802
2591,232236.213317
2592,235020.99345
2593,283231.128699
2594,199616.447756
2595,208958.871716
2596,279934.807289
2597,188934.79533
2598,272602.649562
2599,391161.904043
2600,173912.31442
2601,110401.385082
2602,66861.7966662
2603,96680.16098
2604,76756.7465584
2605,66056.2082001
2606,134610.028778
2607,206308.988396
2608,191216.060293
2609,165650.951425
2610,98686.17618
2611,136769.718572
2612,159259.866828
2613,123519.059202
2614,110708.813635
2615,171424.216789
2616,159815.54316
2617,187056.077376
2618,220179.053278
2619,198746.454091
2620,190304.669787
2621,177393.177476
2622,182077.025016
2623,240642.621226
2624,276326.040648
2625,291047.689394
2626,175745.876576
2627,194833.154855
2628,456065.063665
2629,493965.146731
2630,376221.492632
2631,459375.168356
2632,416900.66302
2633,289545.714659
2634,414114.954647
2635,135084.72639
2636,175333.836081
2637,146951.431421
2638,291172.2008
2639,205391.769613
2640,150108.160762
2641,102491.909921
2642,159453.15088
2643,103188.080285
2644,111541.504989
2645,108450.09627
2646,91308.9538599
2647,103132.131542
2648,153239.850497
2649,157669.861162
2650,145252.561841
2651,137457.894105
2652,389251.895375
2653,269749.801433
2654,274533.427634
2655,410242.471293
2656,353776.931905
2657,374791.502573
2658,336868.63792
2659,316281.714278
2660,361004.262647
2661,358569.756444
2662,377225.778402
2663,296515.186258
2664,311441.882425
2665,336399.498261
2666,301603.371966
2667,187681.834923
2668,191235.63493
2669,185354.389187
2670,271470.629337
2671,192653.324048
2672,198201.634732
2673,199223.315831
2674,207361.212162
2675,173606.575371
2676,184988.85553
2677,207830.778316
2678,239692.278761
2679,297350.639795
2680,305538.490528
2681,394003.775971
2682,338533.560478
2683,458459.260578
2684,321006.491973
2685,370810.693717
2686,258928.265332
2687,301434.437388
2688,223627.574622
2689,224331.34184
2690,369691.359821
2691,203214.227651
2692,143874.547359
2693,207596.187336
2694,136655.294387
2695,200524.013275
2696,192695.208306
2697,194877.521245
2698,199053.748752
2699,159605.0624
2700,136959.896294
2701,137877.83939
2702,96351.1568002
2703,127001.243516
2704,142793.517426
2705,104011.994332
2706,81714.8918902
2707,105429.070784
2708,136879.212292
2709,109126.819017
2710,127932.866542
2711,314068.331149
2712,400158.405154
2713,166212.710774
2714,146577.141889
2715,161485.358413
2716,136522.898944
2717,203396.281164
2718,227057.59048
2719,150607.829865
2720,187439.342483
2721,128571.77289
2722,158992.321584
2723,139143.204967
2724,103212.594314
2725,130757.622531
2726,140218.119304
2727,194109.313092
2728,200402.997947
2729,136222.365642
2730,149074.336815
2731,141322.579847
2732,137780.286025
2733,152034.573392
2734,101979.041137
2735,141405.835676
2736,126969.962086
2737,123356.169364
2738,130986.340281
2739,155817.22308
2740,142716.252683
2741,134117.099279
2742,149907.231863
2743,161017.428198
2744,163479.525792
2745,145856.977911
2746,143986.203185
2747,161425.354347
2748,123390.856174
2749,137758.288591
2750,111193.062564
2751,143202.807234
2752,195684.759923
2753,159297.634498
2754,213382.708237
2755,137173.112131
2756,86729.0449924
2757,68326.0748406
2758,83725.2797329
2759,169522.81209
2760,118773.404966
2761,135154.592196
2762,142249.620881
2763,196613.21067
2764,168301.429277
2765,264553.953405
2766,103975.597268
2767,84937.9311315
2768,123216.938291
2769,134876.368168
2770,148003.631364
2771,99240.3321752
2772,98886.707236
2773,179574.354245
2774,145489.321378
2775,127890.861861
2776,147217.163362
2777,154848.175982
2778,112874.014794
2779,130033.940677
2780,105196.673804
2781,86554.8811811
2782,90423.5374247
2783,106411.830269
2784,120415.382049
2785,134957.991294
2786,66655.3362329
2787,118636.129889
2788,63992.1568588
2789,169344.33309
2790,102048.556162
2791,103807.290362
2792,72449.5461195
2793,147347.456818
2794,113896.628763
2795,130239.798517
2796,105942.029171
2797,187323.381983
2798,128638.097245
2799,125174.244481
2800,68485.8350426
2801,126927.006868
2802,120219.891809
2803,155848.180082
2804,120169.247268
2805,100118.91891
2806,76256.4722414
2807,197714.500329
2808,150911.000559
2809,123487.064339
2810,127827.328304
2811,165630.12489
2812,174244.004582
2813,148000.077922
2814,153408.229484
2815,111459.335806
2816,170987.370858
2817,177071.015245
2818,122846.048919
2819,171925.022358
2820,138245.983835
2821,108398.286827
2822,197092.826223
2823,295604.078456
2824,169111.00756
2825,149300.212648
2826,128006.041257
2827,129861.768149
2828,246976.820794
2829,223100.075585
2830,225791.433144
2831,184574.766088
2832,254600.452977
2833,294368.909103
2834,222455.194389
2835,208101.910864
2836,187629.739354
2837,170571.521705
2838,149541.929339
2839,175077.282593
2840,218732.048696
2841,205678.502539
2842,223622.04171
2843,142259.716484
2844,197318.571576
2845,132973.94451
2846,205349.27429
2847,224888.17842
2848,208238.875858
2849,202548.807033
2850,271236.399035
2851,207175.550579
2852,241260.752049
2853,230104.576156
2854,138683.753881
2855,211171.468817
2856,211900.602091
2857,189999.81618
2858,216031.567307
2859,77781.7028494
2860,140041.426961
2861,125510.39941
2862,174306.374638
2863,132736.179323
2864,249375.411265
2865,132966.210627
2866,127517.950965
2867,84635.5250758
2868,96699.9382325
2869,74755.9639075
2870,123158.694574
2871,59826.364202
2872,40133.0339897
2873,80540.615468
2874,149869.497485
2875,108250.440784
2876,149890.314483
2877,161463.433295
2878,136272.12032
2879,139886.991746
2880,105575.618149
2881,139625.285691
2882,201590.083865
2883,204814.528236
2884,212034.507824
2885,192687.784099
2886,238304.823387
2887,107167.735887
2888,159119.26559
2889,41526.2788031
2890,81084.3993406
2891,146998.648305
2892,-3933.64939498
2893,61496.0884846
2894,1357.69388809
2895,326090.042228
2896,264060.094397
2897,200008.275684
2898,144619.119887
2899,197762.853731
2900,151883.544282
2901,166890.241464
2902,177668.131927
2903,296990.399213
2904,360664.163889
2905,61605.6946298
2906,203096.763171
2907,108029.84578
2908,119606.966065
2909,145859.864215
2910,69140.6174858
2911,69954.5545924
2912,160138.329592
2913,62353.3954565
2914,58446.1483697
2915,68871.047808
2916,70068.5419933
2917,166185.119755
2918,89096.2919507
2919,232443.326547
